state_fips,county_fips,year,population,name
10,001,2000,126697,"Kent County, Delaware"
10,003,2000,500265,"New Castle County, Delaware"
10,005,2000,156638,"Sussex County, Delaware"
10,001,2010,162990,"Kent County, Delaware"
10,001,2011,165258,"Kent County, Delaware"
10,001,2012,167605,"Kent County, Delaware"
10,001,2013,169457,"Kent County, Delaware"
10,001,2014,171949,"Kent County, Delaware"
10,001,2015,173533,"Kent County, Delaware"
10,001,2016,174827,"Kent County, Delaware"
10,003,2010,538934,"New Castle County, Delaware"
10,003,2011,542308,"New Castle County, Delaware"
10,003,2012,546041,"New Castle County, Delaware"
10,003,2013,549521,"New Castle County, Delaware"
10,003,2014,552271,"New Castle County, Delaware"
10,003,2015,555167,"New Castle County, Delaware"
10,003,2016,556987,"New Castle County, Delaware"
10,005,2010,197892,"Sussex County, Delaware"
10,005,2011,200358,"Sussex County, Delaware"
10,005,2012,203347,"Sussex County, Delaware"
10,005,2013,206417,"Sussex County, Delaware"
10,005,2014,210728,"Sussex County, Delaware"
10,005,2015,215376,"Sussex County, Delaware"
10,005,2016,220251,"Sussex County, Delaware"
11,001,2000,572059,"District of Columbia, District of Columbia"
11,001,2010,605183,"District of Columbia, District of Columbia"
11,001,2011,620477,"District of Columbia, District of Columbia"
11,001,2012,635327,"District of Columbia, District of Columbia"
11,001,2013,649165,"District of Columbia, District of Columbia"
11,001,2014,659005,"District of Columbia, District of Columbia"
11,001,2015,670377,"District of Columbia, District of Columbia"
11,001,2016,681170,"District of Columbia, District of Columbia"
12,001,2000,217955,"Alachua County, Florida"
12,003,2000,22259,"Baker County, Florida"
12,005,2000,148217,"Bay County, Florida"
12,007,2000,26088,"Bradford County, Florida"
12,009,2000,476230,"Brevard County, Florida"
12,011,2000,1623018,"Broward County, Florida"
12,013,2000,13017,"Calhoun County, Florida"
12,015,2000,141627,"Charlotte County, Florida"
12,017,2000,118085,"Citrus County, Florida"
12,019,2000,140814,"Clay County, Florida"
12,021,2000,251377,"Collier County, Florida"
12,023,2000,56513,"Columbia County, Florida"
12,027,2000,32209,"DeSoto County, Florida"
12,029,2000,13827,"Dixie County, Florida"
12,031,2000,778879,"Duval County, Florida"
12,033,2000,294410,"Escambia County, Florida"
12,035,2000,49832,"Flagler County, Florida"
12,037,2000,11057,"Franklin County, Florida"
12,039,2000,45087,"Gadsden County, Florida"
12,041,2000,14437,"Gilchrist County, Florida"
12,043,2000,10576,"Glades County, Florida"
12,045,2000,13332,"Gulf County, Florida"
12,047,2000,13327,"Hamilton County, Florida"
12,049,2000,26938,"Hardee County, Florida"
12,051,2000,36210,"Hendry County, Florida"
12,053,2000,130802,"Hernando County, Florida"
12,055,2000,87366,"Highlands County, Florida"
12,057,2000,998948,"Hillsborough County, Florida"
12,059,2000,18564,"Holmes County, Florida"
12,061,2000,112947,"Indian River County, Florida"
12,063,2000,46755,"Jackson County, Florida"
12,065,2000,12902,"Jefferson County, Florida"
12,067,2000,7022,"Lafayette County, Florida"
12,069,2000,210528,"Lake County, Florida"
12,071,2000,440888,"Lee County, Florida"
12,073,2000,239452,"Leon County, Florida"
12,075,2000,34450,"Levy County, Florida"
12,077,2000,7021,"Liberty County, Florida"
12,079,2000,18733,"Madison County, Florida"
12,081,2000,264002,"Manatee County, Florida"
12,083,2000,258916,"Marion County, Florida"
12,085,2000,126731,"Martin County, Florida"
12,086,2000,2253362,"Miami-Dade County, Florida"
12,087,2000,79589,"Monroe County, Florida"
12,089,2000,57663,"Nassau County, Florida"
12,091,2000,170498,"Okaloosa County, Florida"
12,093,2000,35910,"Okeechobee County, Florida"
12,095,2000,896344,"Orange County, Florida"
12,097,2000,172493,"Osceola County, Florida"
12,099,2000,1131184,"Palm Beach County, Florida"
12,101,2000,344765,"Pasco County, Florida"
12,103,2000,921482,"Pinellas County, Florida"
12,105,2000,483924,"Polk County, Florida"
12,107,2000,70423,"Putnam County, Florida"
12,109,2000,123135,"St. Johns County, Florida"
12,111,2000,192695,"St. Lucie County, Florida"
12,113,2000,117743,"Santa Rosa County, Florida"
12,115,2000,325957,"Sarasota County, Florida"
12,117,2000,365196,"Seminole County, Florida"
12,119,2000,53345,"Sumter County, Florida"
12,121,2000,34844,"Suwannee County, Florida"
12,123,2000,19256,"Taylor County, Florida"
12,125,2000,13442,"Union County, Florida"
12,127,2000,443343,"Volusia County, Florida"
12,129,2000,22863,"Wakulla County, Florida"
12,131,2000,40601,"Walton County, Florida"
12,133,2000,20973,"Washington County, Florida"
12,001,2010,247625,"Alachua County, Florida"
12,001,2011,249722,"Alachua County, Florida"
12,001,2012,251587,"Alachua County, Florida"
12,001,2013,252636,"Alachua County, Florida"
12,001,2014,255786,"Alachua County, Florida"
12,001,2015,259402,"Alachua County, Florida"
12,001,2016,263496,"Alachua County, Florida"
12,003,2010,27080,"Baker County, Florida"
12,003,2011,27073,"Baker County, Florida"
12,003,2012,27055,"Baker County, Florida"
12,003,2013,27001,"Baker County, Florida"
12,003,2014,27143,"Baker County, Florida"
12,003,2015,27424,"Baker County, Florida"
12,003,2016,27937,"Baker County, Florida"
12,005,2010,169257,"Bay County, Florida"
12,005,2011,169647,"Bay County, Florida"
12,005,2012,172029,"Bay County, Florida"
12,005,2013,174994,"Bay County, Florida"
12,005,2014,178860,"Bay County, Florida"
12,005,2015,181947,"Bay County, Florida"
12,005,2016,183974,"Bay County, Florida"
12,007,2010,28537,"Bradford County, Florida"
12,007,2011,28491,"Bradford County, Florida"
12,007,2012,27141,"Bradford County, Florida"
12,007,2013,26910,"Bradford County, Florida"
12,007,2014,26682,"Bradford County, Florida"
12,007,2015,26935,"Bradford County, Florida"
12,007,2016,26926,"Bradford County, Florida"
12,009,2010,544008,"Brevard County, Florida"
12,009,2011,544456,"Brevard County, Florida"
12,009,2012,547753,"Brevard County, Florida"
12,009,2013,551299,"Brevard County, Florida"
12,009,2014,557299,"Brevard County, Florida"
12,009,2015,567934,"Brevard County, Florida"
12,009,2016,579130,"Brevard County, Florida"
12,011,2010,1753125,"Broward County, Florida"
12,011,2011,1787889,"Broward County, Florida"
12,011,2012,1816552,"Broward County, Florida"
12,011,2013,1840051,"Broward County, Florida"
12,011,2014,1865385,"Broward County, Florida"
12,011,2015,1887281,"Broward County, Florida"
12,011,2016,1909632,"Broward County, Florida"
12,013,2010,14633,"Calhoun County, Florida"
12,013,2011,14769,"Calhoun County, Florida"
12,013,2012,14717,"Calhoun County, Florida"
12,013,2013,14634,"Calhoun County, Florida"
12,013,2014,14510,"Calhoun County, Florida"
12,013,2015,14468,"Calhoun County, Florida"
12,013,2016,14423,"Calhoun County, Florida"
12,015,2010,159935,"Charlotte County, Florida"
12,015,2011,159671,"Charlotte County, Florida"
12,015,2012,162937,"Charlotte County, Florida"
12,015,2013,165018,"Charlotte County, Florida"
12,015,2014,168595,"Charlotte County, Florida"
12,015,2015,173194,"Charlotte County, Florida"
12,015,2016,178465,"Charlotte County, Florida"
12,017,2010,141263,"Citrus County, Florida"
12,017,2011,139841,"Citrus County, Florida"
12,017,2012,139341,"Citrus County, Florida"
12,017,2013,139063,"Citrus County, Florida"
12,017,2014,139264,"Citrus County, Florida"
12,017,2015,140974,"Citrus County, Florida"
12,017,2016,143621,"Citrus County, Florida"
12,019,2010,191436,"Clay County, Florida"
12,019,2011,192375,"Clay County, Florida"
12,019,2012,194260,"Clay County, Florida"
12,019,2013,196276,"Clay County, Florida"
12,019,2014,199501,"Clay County, Florida"
12,019,2015,203383,"Clay County, Florida"
12,019,2016,208311,"Clay County, Florida"
12,021,2010,322724,"Collier County, Florida"
12,021,2011,327541,"Collier County, Florida"
12,021,2012,332332,"Collier County, Florida"
12,021,2013,339244,"Collier County, Florida"
12,021,2014,347899,"Collier County, Florida"
12,021,2015,356570,"Collier County, Florida"
12,021,2016,365136,"Collier County, Florida"
12,023,2010,67584,"Columbia County, Florida"
12,023,2011,67344,"Columbia County, Florida"
12,023,2012,67949,"Columbia County, Florida"
12,023,2013,67512,"Columbia County, Florida"
12,023,2014,67942,"Columbia County, Florida"
12,023,2015,68286,"Columbia County, Florida"
12,023,2016,69299,"Columbia County, Florida"
12,027,2010,34924,"DeSoto County, Florida"
12,027,2011,34670,"DeSoto County, Florida"
12,027,2012,34781,"DeSoto County, Florida"
12,027,2013,34641,"DeSoto County, Florida"
12,027,2014,35094,"DeSoto County, Florida"
12,027,2015,35355,"DeSoto County, Florida"
12,027,2016,35800,"DeSoto County, Florida"
12,029,2010,16403,"Dixie County, Florida"
12,029,2011,16365,"Dixie County, Florida"
12,029,2012,16074,"Dixie County, Florida"
12,029,2013,15955,"Dixie County, Florida"
12,029,2014,15904,"Dixie County, Florida"
12,029,2015,16187,"Dixie County, Florida"
12,029,2016,16300,"Dixie County, Florida"
12,031,2010,865825,"Duval County, Florida"
12,031,2011,872480,"Duval County, Florida"
12,031,2012,880870,"Duval County, Florida"
12,031,2013,886873,"Duval County, Florida"
12,031,2014,898372,"Duval County, Florida"
12,031,2015,912081,"Duval County, Florida"
12,031,2016,926255,"Duval County, Florida"
12,033,2010,298164,"Escambia County, Florida"
12,033,2011,299698,"Escambia County, Florida"
12,033,2012,304218,"Escambia County, Florida"
12,033,2013,307782,"Escambia County, Florida"
12,033,2014,309449,"Escambia County, Florida"
12,033,2015,311236,"Escambia County, Florida"
12,033,2016,315187,"Escambia County, Florida"
12,035,2010,96089,"Flagler County, Florida"
12,035,2011,97412,"Flagler County, Florida"
12,035,2012,98605,"Flagler County, Florida"
12,035,2013,100013,"Flagler County, Florida"
12,035,2014,102471,"Flagler County, Florida"
12,117,2010,423083,"Seminole County, Florida"
12,117,2011,427064,"Seminole County, Florida"
12,117,2012,431487,"Seminole County, Florida"
12,117,2013,436512,"Seminole County, Florida"
12,117,2014,442326,"Seminole County, Florida"
12,117,2015,448722,"Seminole County, Florida"
12,117,2016,455479,"Seminole County, Florida"
12,119,2010,94280,"Sumter County, Florida"
12,119,2011,98584,"Sumter County, Florida"
12,119,2012,102790,"Sumter County, Florida"
12,119,2013,108263,"Sumter County, Florida"
12,119,2014,114012,"Sumter County, Florida"
12,119,2015,118882,"Sumter County, Florida"
12,119,2016,123996,"Sumter County, Florida"
12,121,2010,42312,"Suwannee County, Florida"
12,121,2011,43349,"Suwannee County, Florida"
12,121,2012,43492,"Suwannee County, Florida"
12,121,2013,43550,"Suwannee County, Florida"
12,121,2014,43777,"Suwannee County, Florida"
12,121,2015,43651,"Suwannee County, Florida"
12,121,2016,43794,"Suwannee County, Florida"
12,123,2010,22571,"Taylor County, Florida"
12,123,2011,22685,"Taylor County, Florida"
12,123,2012,22762,"Taylor County, Florida"
12,123,2013,22884,"Taylor County, Florida"
12,123,2014,22619,"Taylor County, Florida"
12,123,2015,22471,"Taylor County, Florida"
12,123,2016,22175,"Taylor County, Florida"
12,125,2010,15533,"Union County, Florida"
12,125,2011,15231,"Union County, Florida"
12,125,2012,15235,"Union County, Florida"
12,125,2013,15069,"Union County, Florida"
12,125,2014,15170,"Union County, Florida"
12,125,2015,15180,"Union County, Florida"
12,125,2016,15142,"Union County, Florida"
12,127,2010,494638,"Volusia County, Florida"
12,127,2011,494523,"Volusia County, Florida"
12,127,2012,497279,"Volusia County, Florida"
12,127,2013,501282,"Volusia County, Florida"
12,127,2014,507913,"Volusia County, Florida"
12,127,2015,518190,"Volusia County, Florida"
12,127,2016,529364,"Volusia County, Florida"
12,129,2010,30833,"Wakulla County, Florida"
12,129,2011,30948,"Wakulla County, Florida"
12,129,2012,30805,"Wakulla County, Florida"
12,129,2013,30972,"Wakulla County, Florida"
12,129,2014,31384,"Wakulla County, Florida"
12,129,2015,31516,"Wakulla County, Florida"
12,129,2016,31893,"Wakulla County, Florida"
12,035,2015,105188,"Flagler County, Florida"
12,035,2016,108310,"Flagler County, Florida"
12,037,2010,11534,"Franklin County, Florida"
12,037,2011,11493,"Franklin County, Florida"
12,037,2012,11637,"Franklin County, Florida"
12,037,2013,11559,"Franklin County, Florida"
12,037,2014,11678,"Franklin County, Florida"
12,037,2015,11749,"Franklin County, Florida"
12,037,2016,11901,"Franklin County, Florida"
12,039,2010,47790,"Gadsden County, Florida"
12,039,2011,47340,"Gadsden County, Florida"
12,039,2012,46574,"Gadsden County, Florida"
12,039,2013,46034,"Gadsden County, Florida"
12,039,2014,46121,"Gadsden County, Florida"
12,039,2015,46032,"Gadsden County, Florida"
12,039,2016,46006,"Gadsden County, Florida"
12,041,2010,16995,"Gilchrist County, Florida"
12,041,2011,16987,"Gilchrist County, Florida"
12,041,2012,16886,"Gilchrist County, Florida"
12,041,2013,16912,"Gilchrist County, Florida"
12,041,2014,16973,"Gilchrist County, Florida"
12,041,2015,17181,"Gilchrist County, Florida"
12,041,2016,17212,"Gilchrist County, Florida"
12,043,2010,12938,"Glades County, Florida"
12,043,2011,13149,"Glades County, Florida"
12,043,2012,13007,"Glades County, Florida"
12,043,2013,13079,"Glades County, Florida"
12,043,2014,13439,"Glades County, Florida"
12,043,2015,13607,"Glades County, Florida"
12,043,2016,13970,"Glades County, Florida"
12,045,2010,15814,"Gulf County, Florida"
12,045,2011,15664,"Gulf County, Florida"
12,045,2012,15669,"Gulf County, Florida"
12,045,2013,15788,"Gulf County, Florida"
12,045,2014,15936,"Gulf County, Florida"
12,045,2015,15874,"Gulf County, Florida"
12,045,2016,15990,"Gulf County, Florida"
12,047,2010,14672,"Hamilton County, Florida"
12,047,2011,14605,"Hamilton County, Florida"
12,047,2012,14732,"Hamilton County, Florida"
12,047,2013,14344,"Hamilton County, Florida"
12,047,2014,14068,"Hamilton County, Florida"
12,047,2015,14303,"Hamilton County, Florida"
12,047,2016,14361,"Hamilton County, Florida"
12,049,2010,27740,"Hardee County, Florida"
12,049,2011,27633,"Hardee County, Florida"
12,049,2012,27379,"Hardee County, Florida"
12,049,2013,27255,"Hardee County, Florida"
12,049,2014,27264,"Hardee County, Florida"
12,049,2015,27252,"Hardee County, Florida"
12,049,2016,27360,"Hardee County, Florida"
12,051,2010,39034,"Hendry County, Florida"
12,051,2011,38873,"Hendry County, Florida"
12,051,2012,37777,"Hendry County, Florida"
12,051,2013,37630,"Hendry County, Florida"
12,051,2014,38294,"Hendry County, Florida"
12,051,2015,38890,"Hendry County, Florida"
12,051,2016,39290,"Hendry County, Florida"
12,053,2010,172975,"Hernando County, Florida"
12,053,2011,172909,"Hernando County, Florida"
12,053,2012,173110,"Hernando County, Florida"
12,053,2013,174019,"Hernando County, Florida"
12,053,2014,175695,"Hernando County, Florida"
12,053,2015,178326,"Hernando County, Florida"
12,053,2016,182835,"Hernando County, Florida"
12,055,2010,98664,"Highlands County, Florida"
12,055,2011,98308,"Highlands County, Florida"
12,055,2012,98045,"Highlands County, Florida"
12,055,2013,97817,"Highlands County, Florida"
12,055,2014,98085,"Highlands County, Florida"
12,055,2015,99447,"Highlands County, Florida"
12,055,2016,100917,"Highlands County, Florida"
12,057,2010,1233839,"Hillsborough County, Florida"
12,057,2011,1271205,"Hillsborough County, Florida"
12,057,2012,1281677,"Hillsborough County, Florida"
12,057,2013,1293189,"Hillsborough County, Florida"
12,057,2014,1317116,"Hillsborough County, Florida"
12,057,2015,1347077,"Hillsborough County, Florida"
12,057,2016,1376238,"Hillsborough County, Florida"
12,059,2010,19860,"Holmes County, Florida"
12,059,2011,19842,"Holmes County, Florida"
12,059,2012,19739,"Holmes County, Florida"
12,059,2013,19652,"Holmes County, Florida"
12,059,2014,19640,"Holmes County, Florida"
12,059,2015,19329,"Holmes County, Florida"
12,059,2016,19487,"Holmes County, Florida"
12,061,2010,138243,"Indian River County, Florida"
12,061,2011,139027,"Indian River County, Florida"
12,061,2012,140650,"Indian River County, Florida"
12,061,2013,141966,"Indian River County, Florida"
12,061,2014,144740,"Indian River County, Florida"
12,061,2015,147792,"Indian River County, Florida"
12,061,2016,151563,"Indian River County, Florida"
12,063,2010,49614,"Jackson County, Florida"
12,063,2011,49148,"Jackson County, Florida"
12,063,2012,49011,"Jackson County, Florida"
12,063,2013,48990,"Jackson County, Florida"
12,063,2014,48786,"Jackson County, Florida"
12,063,2015,48590,"Jackson County, Florida"
12,063,2016,48229,"Jackson County, Florida"
12,065,2010,14746,"Jefferson County, Florida"
12,065,2011,14506,"Jefferson County, Florida"
12,065,2012,14204,"Jefferson County, Florida"
12,065,2013,14191,"Jefferson County, Florida"
12,065,2014,14037,"Jefferson County, Florida"
12,065,2015,14071,"Jefferson County, Florida"
12,065,2016,13906,"Jefferson County, Florida"
12,067,2010,8813,"Lafayette County, Florida"
12,067,2011,8815,"Lafayette County, Florida"
12,067,2012,8811,"Lafayette County, Florida"
12,067,2013,8820,"Lafayette County, Florida"
12,067,2014,8832,"Lafayette County, Florida"
12,067,2015,8628,"Lafayette County, Florida"
12,067,2016,8617,"Lafayette County, Florida"
12,069,2010,297862,"Lake County, Florida"
12,069,2011,299926,"Lake County, Florida"
12,069,2012,303437,"Lake County, Florida"
12,069,2013,307922,"Lake County, Florida"
12,069,2014,315657,"Lake County, Florida"
12,069,2015,325518,"Lake County, Florida"
12,069,2016,335396,"Lake County, Florida"
12,071,2010,620590,"Lee County, Florida"
12,071,2011,630543,"Lee County, Florida"
12,071,2012,644096,"Lee County, Florida"
12,071,2013,660085,"Lee County, Florida"
12,071,2014,678048,"Lee County, Florida"
12,071,2015,700285,"Lee County, Florida"
12,071,2016,722336,"Lee County, Florida"
12,073,2010,275986,"Leon County, Florida"
12,073,2011,278362,"Leon County, Florida"
12,073,2012,283808,"Leon County, Florida"
12,073,2013,282071,"Leon County, Florida"
12,073,2014,284053,"Leon County, Florida"
12,073,2015,286187,"Leon County, Florida"
12,073,2016,287822,"Leon County, Florida"
12,075,2010,40721,"Levy County, Florida"
12,075,2011,40254,"Levy County, Florida"
12,075,2012,39935,"Levy County, Florida"
12,075,2013,39535,"Levy County, Florida"
12,075,2014,39418,"Levy County, Florida"
12,075,2015,39688,"Levy County, Florida"
12,075,2016,39961,"Levy County, Florida"
12,077,2010,8338,"Liberty County, Florida"
12,077,2011,8234,"Liberty County, Florida"
12,077,2012,8247,"Liberty County, Florida"
12,077,2013,8309,"Liberty County, Florida"
12,077,2014,8345,"Liberty County, Florida"
12,077,2015,8323,"Liberty County, Florida"
12,077,2016,8202,"Liberty County, Florida"
12,079,2010,19231,"Madison County, Florida"
12,079,2011,19079,"Madison County, Florida"
12,079,2012,18939,"Madison County, Florida"
12,079,2013,18724,"Madison County, Florida"
12,079,2014,18516,"Madison County, Florida"
12,079,2015,18398,"Madison County, Florida"
12,079,2016,18224,"Madison County, Florida"
12,081,2010,323446,"Manatee County, Florida"
12,081,2011,327373,"Manatee County, Florida"
12,081,2012,334096,"Manatee County, Florida"
12,081,2013,342246,"Manatee County, Florida"
12,081,2014,351713,"Manatee County, Florida"
12,081,2015,363110,"Manatee County, Florida"
12,081,2016,375888,"Manatee County, Florida"
12,083,2010,331437,"Marion County, Florida"
12,083,2011,332429,"Marion County, Florida"
12,083,2012,334294,"Marion County, Florida"
12,083,2013,335800,"Marion County, Florida"
12,083,2014,339079,"Marion County, Florida"
12,083,2015,343514,"Marion County, Florida"
12,083,2016,349020,"Marion County, Florida"
12,085,2010,146979,"Martin County, Florida"
12,085,2011,147694,"Martin County, Florida"
12,085,2012,148945,"Martin County, Florida"
12,085,2013,151237,"Martin County, Florida"
12,085,2014,153272,"Martin County, Florida"
12,085,2015,155804,"Martin County, Florida"
12,085,2016,158701,"Martin County, Florida"
12,086,2010,2507362,"Miami-Dade County, Florida"
12,086,2011,2573361,"Miami-Dade County, Florida"
12,086,2012,2607979,"Miami-Dade County, Florida"
12,086,2013,2641273,"Miami-Dade County, Florida"
12,086,2014,2667299,"Miami-Dade County, Florida"
12,086,2015,2692593,"Miami-Dade County, Florida"
12,086,2016,2712945,"Miami-Dade County, Florida"
12,087,2010,73212,"Monroe County, Florida"
12,087,2011,74096,"Monroe County, Florida"
12,087,2012,74833,"Monroe County, Florida"
12,087,2013,76204,"Monroe County, Florida"
12,087,2014,76910,"Monroe County, Florida"
12,087,2015,78728,"Monroe County, Florida"
12,087,2016,79077,"Monroe County, Florida"
12,089,2010,73530,"Nassau County, Florida"
12,089,2011,74162,"Nassau County, Florida"
12,089,2012,74638,"Nassau County, Florida"
12,089,2013,75606,"Nassau County, Florida"
12,089,2014,76598,"Nassau County, Florida"
12,089,2015,78470,"Nassau County, Florida"
12,089,2016,80622,"Nassau County, Florida"
12,091,2010,180762,"Okaloosa County, Florida"
12,091,2011,183245,"Okaloosa County, Florida"
12,091,2012,190254,"Okaloosa County, Florida"
12,091,2013,193408,"Okaloosa County, Florida"
12,091,2014,195479,"Okaloosa County, Florida"
12,091,2015,198681,"Okaloosa County, Florida"
12,091,2016,201170,"Okaloosa County, Florida"
12,093,2010,40028,"Okeechobee County, Florida"
12,093,2011,39449,"Okeechobee County, Florida"
12,093,2012,39287,"Okeechobee County, Florida"
12,093,2013,38989,"Okeechobee County, Florida"
12,093,2014,39101,"Okeechobee County, Florida"
12,093,2015,39409,"Okeechobee County, Florida"
12,093,2016,40314,"Okeechobee County, Florida"
12,095,2010,1148716,"Orange County, Florida"
12,095,2011,1169806,"Orange County, Florida"
12,095,2012,1202048,"Orange County, Florida"
12,095,2013,1225366,"Orange County, Florida"
12,095,2014,1253631,"Orange County, Florida"
12,095,2015,1284864,"Orange County, Florida"
12,095,2016,1314367,"Orange County, Florida"
12,097,2010,269846,"Osceola County, Florida"
12,097,2011,278906,"Osceola County, Florida"
12,097,2012,289501,"Osceola County, Florida"
12,097,2013,299822,"Osceola County, Florida"
12,097,2014,311445,"Osceola County, Florida"
12,097,2015,323028,"Osceola County, Florida"
12,097,2016,336015,"Osceola County, Florida"
12,099,2010,1323897,"Palm Beach County, Florida"
12,099,2011,1336175,"Palm Beach County, Florida"
12,099,2012,1354987,"Palm Beach County, Florida"
12,099,2013,1375619,"Palm Beach County, Florida"
12,099,2014,1397526,"Palm Beach County, Florida"
12,099,2015,1421843,"Palm Beach County, Florida"
12,099,2016,1443810,"Palm Beach County, Florida"
12,101,2010,465517,"Pasco County, Florida"
12,101,2011,466672,"Pasco County, Florida"
12,101,2012,470762,"Pasco County, Florida"
12,101,2013,475679,"Pasco County, Florida"
12,101,2014,485447,"Pasco County, Florida"
12,101,2015,497292,"Pasco County, Florida"
12,101,2016,512368,"Pasco County, Florida"
12,103,2010,916508,"Pinellas County, Florida"
12,103,2011,917879,"Pinellas County, Florida"
12,103,2012,922075,"Pinellas County, Florida"
12,103,2013,929085,"Pinellas County, Florida"
12,103,2014,937457,"Pinellas County, Florida"
12,103,2015,948391,"Pinellas County, Florida"
12,103,2016,960730,"Pinellas County, Florida"
12,105,2010,603213,"Polk County, Florida"
12,105,2011,609669,"Polk County, Florida"
12,105,2012,615294,"Polk County, Florida"
12,105,2013,622656,"Polk County, Florida"
12,105,2014,634932,"Polk County, Florida"
12,105,2015,649425,"Polk County, Florida"
12,105,2016,666149,"Polk County, Florida"
12,107,2010,74245,"Putnam County, Florida"
12,107,2011,73688,"Putnam County, Florida"
12,107,2012,73021,"Putnam County, Florida"
12,107,2013,72377,"Putnam County, Florida"
12,107,2014,71936,"Putnam County, Florida"
12,107,2015,71910,"Putnam County, Florida"
12,107,2016,72277,"Putnam County, Florida"
12,109,2010,191266,"St. Johns County, Florida"
12,109,2011,196050,"St. Johns County, Florida"
12,109,2012,202308,"St. Johns County, Florida"
12,109,2013,209607,"St. Johns County, Florida"
12,109,2014,218151,"St. Johns County, Florida"
12,109,2015,226658,"St. Johns County, Florida"
12,109,2016,235087,"St. Johns County, Florida"
12,111,2010,278285,"St. Lucie County, Florida"
12,111,2011,280907,"St. Lucie County, Florida"
12,111,2012,283726,"St. Lucie County, Florida"
12,111,2013,286138,"St. Lucie County, Florida"
12,111,2014,291002,"St. Lucie County, Florida"
12,111,2015,298307,"St. Lucie County, Florida"
12,111,2016,306507,"St. Lucie County, Florida"
12,113,2010,152952,"Santa Rosa County, Florida"
12,113,2011,155739,"Santa Rosa County, Florida"
12,113,2012,158366,"Santa Rosa County, Florida"
12,113,2013,160649,"Santa Rosa County, Florida"
12,113,2014,163154,"Santa Rosa County, Florida"
12,113,2015,166850,"Santa Rosa County, Florida"
12,113,2016,170497,"Santa Rosa County, Florida"
12,115,2010,380040,"Sarasota County, Florida"
12,115,2011,381666,"Sarasota County, Florida"
12,115,2012,386135,"Sarasota County, Florida"
12,115,2013,389911,"Sarasota County, Florida"
12,115,2014,396537,"Sarasota County, Florida"
12,115,2015,404903,"Sarasota County, Florida"
12,115,2016,412569,"Sarasota County, Florida"
12,131,2010,55244,"Walton County, Florida"
12,131,2011,55673,"Walton County, Florida"
12,131,2012,57330,"Walton County, Florida"
12,131,2013,59411,"Walton County, Florida"
12,131,2014,61550,"Walton County, Florida"
12,131,2015,63459,"Walton County, Florida"
12,131,2016,65889,"Walton County, Florida"
12,133,2010,24752,"Washington County, Florida"
12,133,2011,24583,"Washington County, Florida"
12,133,2012,24856,"Washington County, Florida"
12,133,2013,24614,"Washington County, Florida"
12,133,2014,24424,"Washington County, Florida"
12,133,2015,24671,"Washington County, Florida"
12,133,2016,24569,"Washington County, Florida"
13,001,2000,17419,"Appling County, Georgia"
13,003,2000,7609,"Atkinson County, Georgia"
13,005,2000,10103,"Bacon County, Georgia"
13,007,2000,4074,"Baker County, Georgia"
13,009,2000,44700,"Baldwin County, Georgia"
13,011,2000,14422,"Banks County, Georgia"
13,013,2000,46144,"Barrow County, Georgia"
13,015,2000,76019,"Bartow County, Georgia"
13,017,2000,17484,"Ben Hill County, Georgia"
13,019,2000,16235,"Berrien County, Georgia"
13,021,2000,153887,"Bibb County, Georgia"
13,023,2000,11666,"Bleckley County, Georgia"
13,025,2000,14629,"Brantley County, Georgia"
13,027,2000,16450,"Brooks County, Georgia"
13,029,2000,23417,"Bryan County, Georgia"
13,031,2000,55983,"Bulloch County, Georgia"
13,033,2000,22243,"Burke County, Georgia"
13,035,2000,19522,"Butts County, Georgia"
13,037,2000,6320,"Calhoun County, Georgia"
13,039,2000,43664,"Camden County, Georgia"
13,043,2000,9577,"Candler County, Georgia"
13,045,2000,87268,"Carroll County, Georgia"
13,047,2000,53282,"Catoosa County, Georgia"
13,049,2000,10282,"Charlton County, Georgia"
13,051,2000,232048,"Chatham County, Georgia"
13,053,2000,14882,"Chattahoochee County, Georgia"
13,055,2000,25470,"Chattooga County, Georgia"
13,057,2000,141903,"Cherokee County, Georgia"
13,059,2000,101489,"Clarke County, Georgia"
13,061,2000,3357,"Clay County, Georgia"
13,063,2000,236517,"Clayton County, Georgia"
13,065,2000,6878,"Clinch County, Georgia"
13,067,2000,607751,"Cobb County, Georgia"
13,069,2000,37413,"Coffee County, Georgia"
13,071,2000,42053,"Colquitt County, Georgia"
13,073,2000,89288,"Columbia County, Georgia"
13,075,2000,15771,"Cook County, Georgia"
13,077,2000,89215,"Coweta County, Georgia"
13,079,2000,12495,"Crawford County, Georgia"
13,081,2000,21996,"Crisp County, Georgia"
13,083,2000,15154,"Dade County, Georgia"
13,085,2000,15999,"Dawson County, Georgia"
13,087,2000,28240,"Decatur County, Georgia"
13,089,2000,665865,"DeKalb County, Georgia"
13,091,2000,19171,"Dodge County, Georgia"
13,093,2000,11525,"Dooly County, Georgia"
13,095,2000,96065,"Dougherty County, Georgia"
13,097,2000,92174,"Douglas County, Georgia"
13,099,2000,12354,"Early County, Georgia"
13,101,2000,3754,"Echols County, Georgia"
13,103,2000,37535,"Effingham County, Georgia"
13,105,2000,20511,"Elbert County, Georgia"
13,107,2000,21837,"Emanuel County, Georgia"
13,109,2000,10495,"Evans County, Georgia"
13,111,2000,19798,"Fannin County, Georgia"
13,113,2000,91263,"Fayette County, Georgia"
13,115,2000,90565,"Floyd County, Georgia"
